ID,duration,wav,wav_format,wav_opts
noise-free-sound-0581_231,51.4863125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0581.wav,wav,
noise-free-sound-0556_232,19.9053125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0556.wav,wav,
noise-free-sound-0230_233,41.592,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0230.wav,wav,
noise-free-sound-0224_234,12.8044375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0224.wav,wav,
noise-free-sound-0542_235,8.224,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0542.wav,wav,
noise-free-sound-0218_236,6.131125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0218.wav,wav,
noise-free-sound-0797_237,16.384,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0797.wav,wav,
noise-free-sound-0783_238,8.614625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0783.wav,wav,
noise-free-sound-0032_239,61.42,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0032.wav,wav,
noise-free-sound-0754_240,80.72325,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0754.wav,wav,
noise-free-sound-0740_241,64.0714375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0740.wav,wav,
noise-free-sound-0026_242,3.7973125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0026.wav,wav,
noise-free-sound-0768_243,0.4229375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0768.wav,wav,
noise-free-sound-0727_244,29.022,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0727.wav,wav,
noise-free-sound-0041_245,57.782875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0041.wav,wav,
noise-free-sound-0055_246,40.09775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0055.wav,wav,
noise-free-sound-0733_247,31.94775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0733.wav,wav,
noise-free-sound-0069_248,2.5714375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0069.wav,wav,
noise-free-sound-0082_249,20.20375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0082.wav,wav,
noise-free-sound-0096_250,7.7841875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0096.wav,wav,
noise-free-sound-0243_251,90.0005625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0243.wav,wav,
noise-free-sound-0525_252,0.9583125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0525.wav,wav,
noise-free-sound-0531_253,46.7388125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0531.wav,wav,
noise-free-sound-0257_254,5.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0257.wav,wav,
noise-free-sound-0519_255,33.5935,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0519.wav,wav,
noise-free-sound-0280_256,62.10325,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0280.wav,wav,
noise-free-sound-0294_257,6.5875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0294.wav,wav,
noise-free-sound-0337_258,1.4255,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0337.wav,wav,
noise-free-sound-0451_259,44.04,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0451.wav,wav,
noise-free-sound-0445_260,18.3901875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0445.wav,wav,
noise-free-sound-0323_261,10.73175,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0323.wav,wav,
noise-free-sound-0479_262,3.715625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0479.wav,wav,
noise-free-sound-0492_263,20.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0492.wav,wav,
noise-free-sound-0486_264,6.4098125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0486.wav,wav,
noise-free-sound-0653_265,29.125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0653.wav,wav,
noise-free-sound-0135_266,3.0045625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0135.wav,wav,
noise-free-sound-0121_267,44.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0121.wav,wav,
noise-free-sound-0647_268,60.103375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0647.wav,wav,
noise-free-sound-0109_269,37.101875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0109.wav,wav,
noise-free-sound-0690_270,5.2053125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0690.wav,wav,
noise-free-sound-0684_271,139.00625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0684.wav,wav,
noise-free-sound-0685_272,43.8785625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0685.wav,wav,
noise-free-sound-0691_273,10.0693125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0691.wav,wav,
noise-free-sound-0108_274,19.3963125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0108.wav,wav,
noise-free-sound-0120_275,18.4344375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0120.wav,wav,
noise-free-sound-0646_276,35.813,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0646.wav,wav,
noise-free-sound-0652_277,5.69925,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0652.wav,wav,
noise-free-sound-0134_278,2.513375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0134.wav,wav,
noise-free-sound-0487_279,1.9301875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0487.wav,wav,
noise-free-sound-0493_280,14.02775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0493.wav,wav,
noise-free-sound-0478_281,8.5195,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0478.wav,wav,
noise-free-sound-0444_282,20.2478125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0444.wav,wav,
noise-free-sound-0322_283,31.0335,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0322.wav,wav,
noise-free-sound-0336_284,48.08275,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0336.wav,wav,
noise-free-sound-0450_285,16.1713125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0450.wav,wav,
noise-free-sound-0295_286,6.8963125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0295.wav,wav,
noise-free-sound-0281_287,0.1,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0281.wav,wav,
noise-free-sound-0518_288,18.7820625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0518.wav,wav,
noise-free-sound-0530_289,7.7573125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0530.wav,wav,
noise-free-sound-0256_290,37.5069375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0256.wav,wav,
noise-free-sound-0242_291,23.0038125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0242.wav,wav,
noise-free-sound-0524_292,22.6495,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0524.wav,wav,
noise-free-sound-0097_293,2.7369375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0097.wav,wav,
noise-free-sound-0083_294,0.59125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0083.wav,wav,
noise-free-sound-0068_295,20.075,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0068.wav,wav,
noise-free-sound-0054_296,10.053375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0054.wav,wav,
noise-free-sound-0732_297,31.73875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0732.wav,wav,
noise-free-sound-0726_298,120.0138125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0726.wav,wav,
noise-free-sound-0040_299,16.73,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0040.wav,wav,
noise-free-sound-0730_300,1.489,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0730.wav,wav,
noise-free-sound-0056_301,9.74275,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0056.wav,wav,
noise-free-sound-0042_302,319.5559375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0042.wav,wav,
noise-free-sound-0724_303,0.9109375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0724.wav,wav,
noise-free-sound-0718_304,13.035125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0718.wav,wav,
noise-free-sound-0095_305,4.068375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0095.wav,wav,
noise-free-sound-0081_306,21.5824375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0081.wav,wav,
noise-free-sound-0254_307,64.142125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0254.wav,wav,
noise-free-sound-0532_308,6.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0532.wav,wav,
noise-free-sound-0526_309,1.4186875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0526.wav,wav,
noise-free-sound-0240_310,26.2261875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0240.wav,wav,
noise-free-sound-0268_311,22.710875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0268.wav,wav,
noise-free-sound-0297_312,1.799,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0297.wav,wav,
noise-free-sound-0283_313,22.9636875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0283.wav,wav,
noise-free-sound-0320_314,6.7395625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0320.wav,wav,
noise-free-sound-0446_315,31.416,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0446.wav,wav,
noise-free-sound-0452_316,17.8445625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0452.wav,wav,
noise-free-sound-0334_317,178.1493125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0334.wav,wav,
noise-free-sound-0308_318,58.28175,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0308.wav,wav,
noise-free-sound-0485_319,10.8930625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0485.wav,wav,
noise-free-sound-0491_320,1.544125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0491.wav,wav,
noise-free-sound-0644_321,94.5981875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0644.wav,wav,
noise-free-sound-0122_322,8.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0122.wav,wav,
noise-free-sound-0136_323,0.625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0136.wav,wav,
noise-free-sound-0650_324,16.236,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0650.wav,wav,
noise-free-sound-0678_325,2.0636875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0678.wav,wav,
noise-free-sound-0687_326,20.8020625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0687.wav,wav,
noise-free-sound-0693_327,1.410625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0693.wav,wav,
noise-free-sound-0692_328,0.927875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0692.wav,wav,
noise-free-sound-0686_329,15.6038125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0686.wav,wav,
noise-free-sound-0679_330,22.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0679.wav,wav,
noise-free-sound-0137_331,113.25,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0137.wav,wav,
noise-free-sound-0651_332,65.2095,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0651.wav,wav,
noise-free-sound-0645_333,1.7240625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0645.wav,wav,
noise-free-sound-0123_334,7.5,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0123.wav,wav,
noise-free-sound-0490_335,12.9799375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0490.wav,wav,
noise-free-sound-0484_336,10.6318125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0484.wav,wav,
noise-free-sound-0309_337,3.3729375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0309.wav,wav,
noise-free-sound-0453_338,0.9404375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0453.wav,wav,
noise-free-sound-0335_339,34.0375625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0335.wav,wav,
noise-free-sound-0321_340,113.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0321.wav,wav,
noise-free-sound-0447_341,28.5779375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0447.wav,wav,
noise-free-sound-0282_342,37.72675,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0282.wav,wav,
noise-free-sound-0296_343,1.8616875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0296.wav,wav,
noise-free-sound-0269_344,49.125125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0269.wav,wav,
noise-free-sound-0527_345,9.3093125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0527.wav,wav,
noise-free-sound-0241_346,52.6185,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0241.wav,wav,
noise-free-sound-0255_347,5.5375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0255.wav,wav,
noise-free-sound-0533_348,37.91875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0533.wav,wav,
noise-free-sound-0080_349,30.374625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0080.wav,wav,
noise-free-sound-0094_350,5.5898125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0094.wav,wav,
noise-free-sound-0719_351,7.0008125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0719.wav,wav,
noise-free-sound-0043_352,1.5325,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0043.wav,wav,
noise-free-sound-0725_353,33.2295625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0725.wav,wav,
noise-free-sound-0731_354,1.43675,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0731.wav,wav,
noise-free-sound-0057_355,8.1304375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0057.wav,wav,
noise-free-sound-0709_356,31.85775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0709.wav,wav,
noise-free-sound-0053_357,5.2719375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0053.wav,wav,
noise-free-sound-0735_358,21.81225,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0735.wav,wav,
noise-free-sound-0721_359,9.03,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0721.wav,wav,
noise-free-sound-0047_360,5.2966875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0047.wav,wav,
noise-free-sound-0090_361,5.8441875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0090.wav,wav,
noise-free-sound-0084_362,19.4194375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0084.wav,wav,
noise-free-sound-0279_363,17.3333125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0279.wav,wav,
noise-free-sound-0537_364,12.1733125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0537.wav,wav,
noise-free-sound-0251_365,31.973875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0251.wav,wav,
noise-free-sound-0245_366,29.562875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0245.wav,wav,
noise-free-sound-0523_367,8.424,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0523.wav,wav,
noise-free-sound-0292_368,17.97225,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0292.wav,wav,
noise-free-sound-0286_369,9.5603125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0286.wav,wav,
noise-free-sound-0319_370,1.515125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0319.wav,wav,
noise-free-sound-0443_371,42.24,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0443.wav,wav,
noise-free-sound-0325_372,1.6456875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0325.wav,wav,
noise-free-sound-0331_373,6.375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0331.wav,wav,
noise-free-sound-0457_374,44.3666875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0457.wav,wav,
noise-free-sound-0480_375,35.2898125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0480.wav,wav,
noise-free-sound-0494_376,56.05875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0494.wav,wav,
noise-free-sound-0669_377,4.022875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0669.wav,wav,
noise-free-sound-0127_378,2.448,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0127.wav,wav,
noise-free-sound-0641_379,35.1346875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0641.wav,wav,
noise-free-sound-0655_380,21.34,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0655.wav,wav,
noise-free-sound-0133_381,0.5209375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0133.wav,wav,
noise-free-sound-0682_382,18.18125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0682.wav,wav,
noise-free-sound-0696_383,29.570625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0696.wav,wav,
noise-free-sound-0697_384,6.112625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0697.wav,wav,
noise-free-sound-0683_385,27.616,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0683.wav,wav,
noise-free-sound-0654_386,5.9820625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0654.wav,wav,
noise-free-sound-0132_387,0.7158125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0132.wav,wav,
noise-free-sound-0126_388,19.7823125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0126.wav,wav,
noise-free-sound-0640_389,32.7836875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0640.wav,wav,
noise-free-sound-0668_390,4.022875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0668.wav,wav,
noise-free-sound-0495_391,18.2066875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0495.wav,wav,
noise-free-sound-0481_392,7.907875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0481.wav,wav,
noise-free-sound-0330_393,8.4288125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0330.wav,wav,
noise-free-sound-0456_394,28.96325,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0456.wav,wav,
noise-free-sound-0442_395,76.0721875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0442.wav,wav,
noise-free-sound-0324_396,36.2056875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0324.wav,wav,
noise-free-sound-0318_397,0.40925,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0318.wav,wav,
noise-free-sound-0287_398,60.6563125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0287.wav,wav,
noise-free-sound-0293_399,43.0381875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0293.wav,wav,
noise-free-sound-0244_400,118.8401875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0244.wav,wav,
noise-free-sound-0522_401,79.2853125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0522.wav,wav,
noise-free-sound-0536_402,0.69275,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0536.wav,wav,
noise-free-sound-0250_403,8.6204375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0250.wav,wav,
noise-free-sound-0278_404,37.59825,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0278.wav,wav,
noise-free-sound-0085_405,4.671375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0085.wav,wav,
noise-free-sound-0091_406,5.062125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0091.wav,wav,
noise-free-sound-0720_407,10.7363125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0720.wav,wav,
noise-free-sound-0046_408,4.62075,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0046.wav,wav,
noise-free-sound-0052_409,5.6641875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0052.wav,wav,
noise-free-sound-0734_410,21.1591875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0734.wav,wav,
noise-free-sound-0708_411,63.0595625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0708.wav,wav,
noise-free-sound-0078_412,10.370625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0078.wav,wav,
noise-free-sound-0044_413,4.5975625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0044.wav,wav,
noise-free-sound-0722_414,7.77,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0722.wav,wav,
noise-free-sound-0736_415,0.9194375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0736.wav,wav,
noise-free-sound-0050_416,4.133125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0050.wav,wav,
noise-free-sound-0087_417,2.8,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0087.wav,wav,
noise-free-sound-0093_418,5.317375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0093.wav,wav,
noise-free-sound-0508_419,7.319875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0508.wav,wav,
noise-free-sound-0520_420,12.5,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0520.wav,wav,
noise-free-sound-0246_421,24.7246875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0246.wav,wav,
noise-free-sound-0252_422,20.9501875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0252.wav,wav,
noise-free-sound-0534_423,17.477625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0534.wav,wav,
noise-free-sound-0285_424,4.0925,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0285.wav,wav,
noise-free-sound-0291_425,9.090625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0291.wav,wav,
noise-free-sound-0468_426,23.12375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0468.wav,wav,
noise-free-sound-0454_427,41.885,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0454.wav,wav,
noise-free-sound-0332_428,3.625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0332.wav,wav,
noise-free-sound-0326_429,16.0775,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0326.wav,wav,
noise-free-sound-0440_430,4.1883125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0440.wav,wav,
noise-free-sound-0497_431,302.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0497.wav,wav,
noise-free-sound-0483_432,22.5959375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0483.wav,wav,
noise-free-sound-0118_433,17.41,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0118.wav,wav,
noise-free-sound-0130_434,38.8701875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0130.wav,wav,
noise-free-sound-0656_435,4.884875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0656.wav,wav,
noise-free-sound-0642_436,4.4930625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0642.wav,wav,
noise-free-sound-0124_437,5.0,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0124.wav,wav,
noise-free-sound-0695_438,9.4238125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0695.wav,wav,
noise-free-sound-0681_439,96.7053125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0681.wav,wav,
noise-free-sound-0680_440,14.568,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0680.wav,wav,
noise-free-sound-0694_441,19.8465,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0694.wav,wav,
noise-free-sound-0643_442,2.78425,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0643.wav,wav,
noise-free-sound-0125_443,1.125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0125.wav,wav,
noise-free-sound-0131_444,55.597375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0131.wav,wav,
noise-free-sound-0657_445,9.6670625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0657.wav,wav,
noise-free-sound-0119_446,70.728,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0119.wav,wav,
noise-free-sound-0482_447,13.5314375,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0482.wav,wav,
noise-free-sound-0496_448,5.97325,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0496.wav,wav,
noise-free-sound-0327_449,5.1596875,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0327.wav,wav,
noise-free-sound-0441_450,45.568,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0441.wav,wav,
noise-free-sound-0455_451,168.2695,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0455.wav,wav,
noise-free-sound-0333_452,15.6735,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0333.wav,wav,
noise-free-sound-0469_453,10.7805,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0469.wav,wav,
noise-free-sound-0290_454,44.304,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0290.wav,wav,
noise-free-sound-0284_455,2.786,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0284.wav,wav,
noise-free-sound-0253_456,0.9750625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0253.wav,wav,
noise-free-sound-0535_457,18.137625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0535.wav,wav,
noise-free-sound-0521_458,7.0008125,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0521.wav,wav,
noise-free-sound-0247_459,77.7345625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0247.wav,wav,
noise-free-sound-0509_460,10.79725,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0509.wav,wav,
noise-free-sound-0092_461,15.079625,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0092.wav,wav,
noise-free-sound-0086_462,51.685,/tmp/mini_librispeech/noise/pointsource_noises/noise-free-sound-0086.wav,wav,
